symbol,date,price,label
PV,Sep 2004,40.86,Publicity Value
PV,Oct 2004,34.13,Publicity Value
PV,Nov 2004,39.68,Publicity Value
PV,Dec 2004,44.29,Publicity Value
PV,Jan 2005,43.22,Publicity Value
PV,Feb 2005,35.18,Publicity Value
PV,Mar 2005,34.27,Publicity Value
PV,Apr 2005,32.36,Publicity Value
PV,May 2005,35.51,Publicity Value
PV,Jun 2005,33.09,Publicity Value
PV,Jul 2005,45.15,Publicity Value
PV,Aug 2005,42.7,Publicity Value
PV,Sep 2005,45.3,Publicity Value
PV,Oct 2005,39.86,Publicity Value
PV,Nov 2005,48.46,Publicity Value
PV,Dec 2005,47.15,Publicity Value
PV,Jan 2006,44.82,Publicity Value
PV,Feb 2006,37.44,Publicity Value
PV,Mar 2006,36.53,Publicity Value
PV,Apr 2006,35.21,Publicity Value
PV,May 2006,34.61,Publicity Value
PV,Jun 2006,38.68,Publicity Value
PV,Jul 2006,26.89,Publicity Value
PV,Aug 2006,30.83,Publicity Value
PV,Sep 2006,32.12,Publicity Value
PV,Oct 2006,38.09,Publicity Value
PV,Nov 2006,40.34,Publicity Value
PV,Dec 2006,39.46,Publicity Value
PV,Jan 2007,37.67,Publicity Value
PV,Feb 2007,39.14,Publicity Value
PV,Mar 2007,39.79,Publicity Value
PV,Apr 2007,61.33,Publicity Value
PV,May 2007,69.14,Publicity Value
PV,Jun 2007,68.41,Publicity Value
PV,Jul 2007,78.54,Publicity Value
PV,Aug 2007,79.91,Publicity Value
PV,Sep 2007,93.15,Publicity Value
PV,Oct 2007,89.15,Publicity Value
PV,Nov 2007,90.56,Publicity Value
PV,Dec 2007,92.64,Publicity Value
PV,Jan 2008,77.7,Publicity Value
PV,Feb 2008,64.47,Publicity Value
PV,Mar 2008,71.3,Publicity Value
PV,Apr 2008,78.63,Publicity Value
PV,May 2008,81.62,Publicity Value
PV,Jun 2008,73.33,Publicity Value
PV,Jul 2008,76.34,Publicity Value
PV,Aug 2008,80.81,Publicity Value
PV,Sep 2008,72.76,Publicity Value
PV,Oct 2008,57.24,Publicity Value
PV,Nov 2008,42.7,Publicity Value
PV,Dec 2008,51.28,Publicity Value
PV,Jan 2009,58.82,Publicity Value
PV,Feb 2009,64.79,Publicity Value
PV,Mar 2009,73.44,Publicity Value
PV,Apr 2009,80.52,Publicity Value
PV,May 2009,77.99,Publicity Value
PV,Jun 2009,83.66,Publicity Value
PV,Jul 2009,85.76,Publicity Value
PV,Aug 2009,81.19,Publicity Value
PV,Sep 2009,93.36,Publicity Value
PV,Oct 2009,118.81,Publicity Value
PV,Nov 2009,135.91,Publicity Value
PV,Dec 2009,134.52,Publicity Value
PV,Jan 2010,125.41,Publicity Value
PV,Feb 2010,118.4,Publicity Value
PV,Mar 2010,128.82,Publicity Value
EAD,Jan 2000,100.52,Estimated Ad Value
EAD,Feb 2000,92.11,Estimated Ad Value
EAD,Mar 2000,106.11,Estimated Ad Value
EAD,Apr 2000,99.95,Estimated Ad Value
EAD,May 2000,96.31,Estimated Ad Value
EAD,Jun 2000,98.33,Estimated Ad Value
EAD,Jul 2000,100.74,Estimated Ad Value
EAD,Aug 2000,118.62,Estimated Ad Value
EAD,Sep 2000,101.19,Estimated Ad Value
EAD,Oct 2000,88.5,Estimated Ad Value
EAD,Nov 2000,84.12,Estimated Ad Value
EAD,Dec 2000,76.47,Estimated Ad Value
EAD,Jan 2001,100.76,Estimated Ad Value
EAD,Feb 2001,89.98,Estimated Ad Value
EAD,Mar 2001,86.63,Estimated Ad Value
EAD,Apr 2001,103.7,Estimated Ad Value
EAD,May 2001,100.82,Estimated Ad Value
EAD,Jun 2001,102.35,Estimated Ad Value
EAD,Jul 2001,94.87,Estimated Ad Value
EAD,Aug 2001,90.25,Estimated Ad Value
EAD,Sep 2001,82.82,Estimated Ad Value
EAD,Oct 2001,97.58,Estimated Ad Value
EAD,Nov 2001,104.5,Estimated Ad Value
EAD,Dec 2001,109.36,Estimated Ad Value
EAD,Jan 2002,97.54,Estimated Ad Value
EAD,Feb 2002,88.82,Estimated Ad Value
EAD,Mar 2002,94.15,Estimated Ad Value
EAD,Apr 2002,75.82,Estimated Ad Value
EAD,May 2002,72.97,Estimated Ad Value
EAD,Jun 2002,65.31,Estimated Ad Value
EAD,Jul 2002,63.86,Estimated Ad Value
EAD,Aug 2002,68.52,Estimated Ad Value
EAD,Sep 2002,53.01,Estimated Ad Value
EAD,Oct 2002,71.76,Estimated Ad Value
EAD,Nov 2002,79.16,Estimated Ad Value
EAD,Dec 2002,70.58,Estimated Ad Value
EAD,Jan 2003,71.22,Estimated Ad Value
EAD,Feb 2003,71.13,Estimated Ad Value
EAD,Mar 2003,71.57,Estimated Ad Value
EAD,Apr 2003,77.47,Estimated Ad Value
EAD,May 2003,80.48,Estimated Ad Value
EAD,Jun 2003,75.42,Estimated Ad Value
EAD,Jul 2003,74.28,Estimated Ad Value
EAD,Aug 2003,75.12,Estimated Ad Value
EAD,Sep 2003,80.91,Estimated Ad Value
EAD,Oct 2003,81.96,Estimated Ad Value
EAD,Nov 2003,83.08,Estimated Ad Value
EAD,Dec 2003,85.05,Estimated Ad Value
EAD,Jan 2004,91.06,Estimated Ad Value
EAD,Feb 2004,88.7,Estimated Ad Value
EAD,Mar 2004,84.41,Estimated Ad Value
EAD,Apr 2004,81.04,Estimated Ad Value
EAD,May 2004,81.59,Estimated Ad Value
EAD,Jun 2004,81.19,Estimated Ad Value
EAD,Jul 2004,80.19,Estimated Ad Value
EAD,Aug 2004,78.17,Estimated Ad Value
EAD,Sep 2004,79.13,Estimated Ad Value
EAD,Oct 2004,82.84,Estimated Ad Value
EAD,Nov 2004,87.15,Estimated Ad Value
EAD,Dec 2004,91.16,Estimated Ad Value
EAD,Jan 2005,86.39,Estimated Ad Value
EAD,Feb 2005,85.78,Estimated Ad Value
EAD,Mar 2005,84.66,Estimated Ad Value
EAD,Apr 2005,70.77,Estimated Ad Value
EAD,May 2005,70.18,Estimated Ad Value
EAD,Jun 2005,68.93,Estimated Ad Value
EAD,Jul 2005,77.53,Estimated Ad Value
EAD,Aug 2005,75.07,Estimated Ad Value
EAD,Sep 2005,74.7,Estimated Ad Value
EAD,Oct 2005,76.25,Estimated Ad Value
EAD,Nov 2005,82.98,Estimated Ad Value
EAD,Dec 2005,76.73,Estimated Ad Value
EAD,Jan 2006,75.89,Estimated Ad Value
EAD,Feb 2006,75.09,Estimated Ad Value
EAD,Mar 2006,77.17,Estimated Ad Value
EAD,Apr 2006,77.05,Estimated Ad Value
EAD,May 2006,75.04,Estimated Ad Value
EAD,Jun 2006,72.15,Estimated Ad Value
EAD,Jul 2006,72.7,Estimated Ad Value
EAD,Aug 2006,76.35,Estimated Ad Value
EAD,Sep 2006,77.26,Estimated Ad Value
EAD,Oct 2006,87.06,Estimated Ad Value
EAD,Nov 2006,86.95,Estimated Ad Value
EAD,Dec 2006,91.9,Estimated Ad Value
EAD,Jan 2007,93.79,Estimated Ad Value
EAD,Feb 2007,88.18,Estimated Ad Value
EAD,Mar 2007,89.44,Estimated Ad Value
EAD,Apr 2007,96.98,Estimated Ad Value
EAD,May 2007,101.54,Estimated Ad Value
EAD,Jun 2007,100.25,Estimated Ad Value
EAD,Jul 2007,105.4,Estimated Ad Value
EAD,Aug 2007,111.54,Estimated Ad Value
EAD,Sep 2007,112.6,Estimated Ad Value
EAD,Oct 2007,111,Estimated Ad Value
EAD,Nov 2007,100.9,Estimated Ad Value
EAD,Dec 2007,103.7,Estimated Ad Value
EAD,Jan 2008,102.75,Estimated Ad Value
EAD,Feb 2008,109.64,Estimated Ad Value
EAD,Mar 2008,110.87,Estimated Ad Value
EAD,Apr 2008,116.23,Estimated Ad Value
EAD,May 2008,125.14,Estimated Ad Value
EAD,Jun 2008,114.6,Estimated Ad Value
EAD,Jul 2008,123.74,Estimated Ad Value
EAD,Aug 2008,118.16,Estimated Ad Value
EAD,Sep 2008,113.53,Estimated Ad Value
EAD,Oct 2008,90.24,Estimated Ad Value
EAD,Nov 2008,79.65,Estimated Ad Value
EAD,Dec 2008,82.15,Estimated Ad Value
EAD,Jan 2009,89.46,Estimated Ad Value
EAD,Feb 2009,90.32,Estimated Ad Value
EAD,Mar 2009,95.09,Estimated Ad Value
EAD,Apr 2009,101.29,Estimated Ad Value
EAD,May 2009,104.85,Estimated Ad Value
EAD,Jun 2009,103.01,Estimated Ad Value
EAD,Jul 2009,116.34,Estimated Ad Value
EAD,Aug 2009,117,Estimated Ad Value
EAD,Sep 2009,118.55,Estimated Ad Value
EAD,Oct 2009,119.54,Estimated Ad Value
EAD,Nov 2009,125.79,Estimated Ad Value
EAD,Dec 2009,130.32,Estimated Ad Value
EAD,Jan 2010,121.85,Estimated Ad Value
EAD,Feb 2010,127.16,Estimated Ad Value
EAD,Mar 2010,125.55,Estimated Ad Value
